"","nct_id","x"
"50389","NCT00910273","Drug"
"50390","NCT00910286","Other"
"50391","NCT00910299","Drug"
"50392","NCT00910312","Device"
"50393","NCT00910325","Procedure"
"50394","NCT00910338","Device"
"50395","NCT00910351","Drug"
"50396","NCT00910364","Other"
"50397","NCT00910377","Behavioral"
"50398","NCT00910390","Other"
"50399","NCT00910403","Procedure"
"50400","NCT00910416","Drug"
"50401","NCT00910442","Dietary Supplement"
"50402","NCT00910455","Drug"
"50403","NCT00910468","Procedure"
"50404","NCT00910507","Behavioral"
"50405","NCT00910520","Biological"
"50406","NCT00910546","Device"
"50407","NCT00910572","Device"
"50408","NCT00910585","Behavioral"
"50409","NCT00910624","Drug"
"50410","NCT00910637","Drug"
"50411","NCT00910663","Drug"
"50412","NCT00910676","Drug"
"50413","NCT00910689","Drug"
"50414","NCT00910702","Device"
"50415","NCT00910715","Drug"
"50416","NCT00910728","Drug"
"50417","NCT00910741","Drug"
"50418","NCT00910754","Drug"
"50419","NCT00910767","Device"
"50420","NCT00910793","Drug"
"50421","NCT00910806","Drug"
"50422","NCT00910832","Drug"
"50423","NCT00910845","Biological"
"50424","NCT00910858","Drug"
"50425","NCT00910871","Drug"
"50426","NCT00910923","Drug"
"50427","NCT00910962","Drug"
"50428","NCT00910975","Drug"
"50429","NCT00910988","Drug"
"50430","NCT00911001","Behavioral"
"50431","NCT00911014","Other"
"50432","NCT00911027","Drug"
"50433","NCT00911066","Drug"
"50434","NCT00911092","Procedure"
"50435","NCT00911144","Biological"
"50436","NCT00911157","Drug"
"50437","NCT00911170","Drug"
"50438","NCT00911196","Other"
"50439","NCT00911209","Behavioral"
"50440","NCT00911222","Other"
"50441","NCT00911235","Drug"
"50442","NCT00911261","Drug"
"50443","NCT00911274","Drug"
"50444","NCT00911287","Drug"
"50445","NCT00911300","Drug"
"50446","NCT00911313","Drug"
"50447","NCT00911326","Drug"
"50448","NCT00911352","Device"
"50449","NCT00911365","Biological"
"50450","NCT00911391","Device"
"50451","NCT00911404","Behavioral"
"50452","NCT00911417","Device"
"50453","NCT00911443","Biological"
"50454","NCT00911456","Procedure"
"50455","NCT00911469","Drug"
"50456","NCT00911495","Drug"
"50457","NCT00911521","Drug"
"50458","NCT00911534","Drug"
"50459","NCT00911547","Drug"
"50460","NCT00911586","Drug"
"50461","NCT00911599","Device"
"50462","NCT00911612","Drug"
"50463","NCT00911625","Drug"
"50464","NCT00911651","Drug"
"50465","NCT00911664","Dietary Supplement"
"50466","NCT00911716","Biological"
"50467","NCT00911742","Drug"
"50468","NCT00911755","Procedure"
"50469","NCT00911768","Dietary Supplement"
"50470","NCT00911781","Other"
"50471","NCT00911794","Other"
"50472","NCT00911807","Drug"
"50473","NCT00911859","Drug"
"50474","NCT00911872","Device"
"50475","NCT00911885","Behavioral"
"50476","NCT00911898","Drug"
"50477","NCT00911911","Procedure"
"50478","NCT00911924","Device"
"50479","NCT00911937","Drug"
"50480","NCT00911963","Drug"
"50481","NCT00911976","Device"
"50482","NCT00911989","Device"
"50483","NCT00912002","Drug"
"50484","NCT00912015","Drug"
"50485","NCT00912028","Device"
"50486","NCT00912054","Drug"
"50487","NCT00912093","Drug"
"50488","NCT00912106","Other"
"50489","NCT00912119","Drug"
"50490","NCT00912145","Drug"
"50491","NCT00912158","Other"
"50492","NCT00912171","Drug"
"50493","NCT00912184","Device"
"50494","NCT00912197","Dietary Supplement"
"50495","NCT00912210","Dietary Supplement"
"50496","NCT00912223","Biological"
"50497","NCT00912262","Drug"
"50498","NCT00912288","Drug"
"50499","NCT00912301","Drug"
"50500","NCT00912327","Biological"
"50501","NCT00912353","Drug"
"50502","NCT00912366","Procedure"
"50503","NCT00912379","Biological"
"50504","NCT00912392","Drug"
"50505","NCT00912405","Device"
"50506","NCT00912418","Biological"
"50507","NCT00912431","Drug"
"50508","NCT00912444","Drug"
"50509","NCT00912496","Biological"
"50510","NCT00912509","Drug"
"50511","NCT00912522","Device"
"50512","NCT00912535","Drug"
"50513","NCT00912561","Behavioral"
"50514","NCT00912574","Drug"
"50515","NCT00912587","Drug"
"50516","NCT00912600","Other"
"50517","NCT00912613","Other"
"50518","NCT00912626","Behavioral"
"50519","NCT00912652","Behavioral"
"50520","NCT00912665","Device"
"50521","NCT00912678","Drug"
"50522","NCT00912691","Drug"
"50523","NCT00912743","Drug"
"50524","NCT00912782","Drug"
"50525","NCT00912795","Behavioral"
"50526","NCT00912808","Drug"
"50527","NCT00912821","Drug"
"50528","NCT00912860","Drug"
"50529","NCT00912873","Drug"
"50530","NCT00912899","Drug"
"50531","NCT00912912","Drug"
"50532","NCT00912925","Biological"
"50533","NCT00912964","Drug"
"50534","NCT00912990","Drug"
"50535","NCT00913003","Drug"
"50536","NCT00913029","Device"
"50537","NCT00913042","Other"
"50538","NCT00913055","Drug"
"50539","NCT00913081","Dietary Supplement"
"50540","NCT00913107","Drug"
"50541","NCT00913120","Drug"
"50542","NCT00913133","Drug"
"50543","NCT00913159","Procedure"
"50544","NCT00913172","Other"
"50545","NCT00913185","Drug"
"50546","NCT00913198","Drug"
"50547","NCT00913211","Device"
"50548","NCT00913224","Drug"
"50549","NCT00913237","Drug"
"50550","NCT00913250","Drug"
"50551","NCT00913263","Drug"
"50552","NCT00913276","Drug"
"50553","NCT00913289","Biological"
"50554","NCT00913302","Behavioral"
"50555","NCT00913328","Drug"
"50556","NCT00913341","Drug"
"50557","NCT00913354","Device"
"50558","NCT00913367","Drug"
"50559","NCT00913380","Radiation"
"50560","NCT00913393","Drug"
"50561","NCT00913406","Other"
"50562","NCT00913419","Drug"
"50563","NCT00913445","Procedure"
"50564","NCT00913458","Drug"
"50565","NCT00913484","Drug"
"50566","NCT00913497","Drug"
"50567","NCT00913510","Device"
"50568","NCT00913523","Device"
"50569","NCT00913549","Drug"
"50570","NCT00913575","Other"
"50571","NCT00913588","Drug"
"50572","NCT00913601","Device"
"50573","NCT00913614","Drug"
"50574","NCT00913627","Drug"
"50575","NCT00913653","Drug"
"50576","NCT00913666","Drug"
"50577","NCT00913692","Drug"
"50578","NCT00913705","Drug"
"50579","NCT00913718","Drug"
"50580","NCT00913744","Drug"
"50581","NCT00913770","Behavioral"
"50582","NCT00913783","Drug"
"50583","NCT00913796","Drug"
"50584","NCT00913809","Drug"
"50585","NCT00913822","Drug"
"50586","NCT00913835","Biological"
"50587","NCT00913848","Drug"
"50588","NCT00913861","Behavioral"
"50589","NCT00913874","Drug"
"50590","NCT00913887","Drug"
"50591","NCT00913900","Biological"
"50592","NCT00913913","Biological"
"50593","NCT00913926","Drug"
"50594","NCT00913952","Drug"
"50595","NCT00913965","Drug"
"50596","NCT00914056","Drug"
"50597","NCT00914069","Device"
"50598","NCT00914082","Behavioral"
"50599","NCT00914095","Drug"
"50600","NCT00914108","Behavioral"
"50601","NCT00914121","Drug"
"50602","NCT00914134","Drug"
"50603","NCT00914160","Drug"
"50604","NCT00914173","Device"
"50605","NCT00914186","Drug"
"50606","NCT00914212","Drug"
"50607","NCT00914225","Other"
"50608","NCT00914238","Behavioral"
"50609","NCT00914277","Drug"
"50610","NCT00914290","Drug"
"50611","NCT00914303","Drug"
"50612","NCT00914316","Drug"
"50613","NCT00914329","Drug"
"50614","NCT00914368","Drug"
"50615","NCT00914381","Behavioral"
"50616","NCT00914394","Drug"
"50617","NCT00914407","Drug"
"50618","NCT00914459","Biological"
"50619","NCT00914485","Behavioral"
"50620","NCT00914511","Drug"
"50621","NCT00914524","Drug"
"50622","NCT00914550","Other"
"50623","NCT00914576","Drug"
"50624","NCT00914589","Drug"
"50625","NCT00914602","Drug"
"50626","NCT00914641","Drug"
"50627","NCT00914667","Drug"
"50628","NCT00914693","Drug"
"50629","NCT00914706","Other"
"50630","NCT00914719","Behavioral"
"50631","NCT00914732","Biological"
"50632","NCT00914745","Drug"
"50633","NCT00914771","Biological"
"50634","NCT00914810","Dietary Supplement"
"50635","NCT00914849","Drug"
"50636","NCT00914862","Drug"
"50637","NCT00914914","Drug"
"50638","NCT00914927","Drug"
"50639","NCT00914953","Drug"
"50640","NCT00914966","Biological"
"50641","NCT00914979","Device"
"50642","NCT00915057","Drug"
"50643","NCT00915070","Device"
"50644","NCT00915083","Drug"
"50645","NCT00915135","Drug"
"50646","NCT00915148","Other"
"50647","NCT00915174","Drug"
"50648","NCT00915187","Drug"
"50649","NCT00915200","Dietary Supplement"
"50650","NCT00915239","Drug"
"50651","NCT00915252","Drug"
"50652","NCT00915265","Other"
"50653","NCT00915278","Drug"
"50654","NCT00915291","Other"
"50655","NCT00915304","Behavioral"
"50656","NCT00915330","Procedure"
"50657","NCT00915343","Drug"
"50658","NCT00915356","Drug"
"50659","NCT00915382","Drug"
"50660","NCT00915408","Drug"
"50661","NCT00915434","Drug"
"50662","NCT00915460","Drug"
"50663","NCT00915473","Drug"
"50664","NCT00915486","Procedure"
"50665","NCT00915499","Device"
"50666","NCT00915512","Drug"
"50667","NCT00915525","Biological"
"50668","NCT00915551","Drug"
"50669","NCT00915564","Drug"
"50670","NCT00915577","Drug"
"50671","NCT00915590","Drug"
"50672","NCT00915603","Drug"
"50673","NCT00915629","Dietary Supplement"
"50674","NCT00915655","Drug"
"50675","NCT00915707","Other"
"50676","NCT00915733","Drug"
"50677","NCT00915746","Drug"
"50678","NCT00915772","Drug"
"50679","NCT00915785","Drug"
"50680","NCT00915798","Behavioral"
"50681","NCT00915811","Drug"
"50682","NCT00915837","Drug"
"50683","NCT00915876","Drug"
"50684","NCT00915889","Behavioral"
"50685","NCT00915902","Drug"
"50686","NCT00915915","Drug"
"50687","NCT00915928","Drug"
"50688","NCT00915980","Procedure"
"50689","NCT00916006","Drug"
"50690","NCT00916019","Other"
"50691","NCT00916032","Biological"
"50692","NCT00916045","Drug"
"50693","NCT00916097","Drug"
"50694","NCT00916110","Drug"
"50695","NCT00916136","Procedure"
"50696","NCT00916175","Dietary Supplement"
"50697","NCT00916188","Dietary Supplement"
"50698","NCT00916214","Other"
"50699","NCT00916227","Drug"
"50700","NCT00916240","Behavioral"
"50701","NCT00916253","Drug"
"50702","NCT00916266","Procedure"
"50703","NCT00916279","Device"
"50704","NCT00916305","Other"
"50705","NCT00916331","Procedure"
"50706","NCT00916344","Device"
"50707","NCT00916357","Drug"
"50708","NCT00916370","Device"
"50709","NCT00916383","Drug"
"50710","NCT00916409","Device"
"50711","NCT00916422","Biological"
"50712","NCT00916448","Drug"
"50713","NCT00916461","Drug"
"50714","NCT00916474","Drug"
"50715","NCT00916487","Dietary Supplement"
"50716","NCT00916500","Drug"
"50717","NCT00916526","Procedure"
"50718","NCT00916539","Device"
"50719","NCT00916552","Drug"
"50720","NCT00916578","Radiation"
"50721","NCT00916604","Drug"
"50722","NCT00916617","Drug"
"50723","NCT00916630","Drug"
"50724","NCT00916643","Device"
"50725","NCT00916721","Drug"
"50726","NCT00916734","Procedure"
"50727","NCT00916760","Biological"
"50728","NCT00916877","Radiation"
"50729","NCT00916929","Device"
"50730","NCT00916942","Drug"
"50731","NCT00916968","Device"
"50732","NCT00916981","Procedure"
"50733","NCT00916994","Device"
"50734","NCT00917020","Drug"
"50735","NCT00917033","Device"
"50736","NCT00917046","Behavioral"
"50737","NCT00917059","Drug"
"50738","NCT00917072","Behavioral"
"50739","NCT00917085","Behavioral"
"50740","NCT00917098","Behavioral"
"50741","NCT00917111","Drug"
"50742","NCT00917124","Device"
"50743","NCT00917137","Procedure"
"50744","NCT00917150","Drug"
"50745","NCT00917163","Device"
"50746","NCT00917189","Behavioral"
"50747","NCT00917215","Device"
"50748","NCT00917241","Drug"
"50749","NCT00917254","Drug"
"50750","NCT00917267","Drug"
"50751","NCT00917293","Drug"
"50752","NCT00917306","Drug"
"50753","NCT00917358","Drug"
"50754","NCT00917384","Biological"
"50755","NCT00917397","Drug"
"50756","NCT00917410","Behavioral"
"50757","NCT00917436","Drug"
"50758","NCT00917449","Drug"
"50759","NCT00917488","Other"
"50760","NCT00917501","Drug"
"50761","NCT00917553","Drug"
"50762","NCT00917566","Device"
"50763","NCT00917579","Drug"
"50764","NCT00917592","Drug"
"50765","NCT00917618","Other"
"50766","NCT00917631","Procedure"
"50767","NCT00917644","Genetic"
"50768","NCT00917657","Procedure"
"50769","NCT00917696","Procedure"
"50770","NCT00917709","Other"
"50771","NCT00917735","Drug"
"50772","NCT00917748","Drug"
"50773","NCT00917774","Device"
"50774","NCT00917813","Drug"
"50775","NCT00917826","Drug"
"50776","NCT00917852","Device"
"50777","NCT00917865","Drug"
"50778","NCT00917878","Dietary Supplement"
"50779","NCT00917891","Drug"
"50780","NCT00917904","Drug"
"50781","NCT00917917","Behavioral"
"50782","NCT00917943","Behavioral"
"50783","NCT00917995","Device"
"50784","NCT00918008","Genetic"
"50785","NCT00918021","Drug"
"50786","NCT00918034","Drug"
"50787","NCT00918047","Drug"
"50788","NCT00918086","Dietary Supplement"
"50789","NCT00918138","Drug"
"50790","NCT00918151","Other"
"50791","NCT00918164","Drug"
"50792","NCT00918177","Drug"
"50793","NCT00918190","Drug"
"50794","NCT00918216","Genetic"
"50795","NCT00918229","Device"
"50796","NCT00918255","Biological"
"50797","NCT00918268","Biological"
"50798","NCT00918281","Drug"
"50799","NCT00918294","Device"
"50800","NCT00918307","Drug"
"50801","NCT00918320","Drug"
"50802","NCT00918346","Drug"
"50803","NCT00918385","Drug"
"50804","NCT00918398","Drug"
"50805","NCT00918411","Drug"
"50806","NCT00918463","Drug"
"50807","NCT00918476","Drug"
"50808","NCT00918489","Drug"
"50809","NCT00918502","Device"
"50810","NCT00918515","Drug"
"50811","NCT00918554","Drug"
"50812","NCT00918567","Drug"
"50813","NCT00918580","Biological"
"50814","NCT00918606","Drug"
"50815","NCT00918619","Device"
"50816","NCT00918632","Drug"
"50817","NCT00918645","Drug"
"50818","NCT00918658","Other"
"50819","NCT00918671","Other"
"50820","NCT00918684","Drug"
"50821","NCT00918697","Procedure"
"50822","NCT00918736","Drug"
"50823","NCT00918749","Drug"
"50824","NCT00918762","Procedure"
"50825","NCT00918788","Other"
"50826","NCT00918814","Drug"
"50827","NCT00918840","Biological"
"50828","NCT00918853","Procedure"
"50829","NCT00918866","Drug"
"50830","NCT00918879","Drug"
"50831","NCT00918905","Device"
"50832","NCT00918918","Dietary Supplement"
"50833","NCT00918931","Drug"
"50834","NCT00918944","Other"
"50835","NCT00918957","Drug"
"50836","NCT00918983","Drug"
"50837","NCT00918996","Procedure"
"50838","NCT00919009","Procedure"
"50839","NCT00919022","Drug"
"50840","NCT00919035","Drug"
"50841","NCT00919061","Drug"
"50842","NCT00919074","Procedure"
"50843","NCT00919087","Device"
"50844","NCT00919100","Device"
"50845","NCT00919113","Drug"
"50846","NCT00919126","Drug"
"50847","NCT00919139","Other"
"50848","NCT00919178","Biological"
"50849","NCT00919191","Drug"
"50850","NCT00919204","Drug"
"50851","NCT00919230","Drug"
"50852","NCT00919243","Drug"
"50853","NCT00919282","Drug"
"50854","NCT00919295","Drug"
"50855","NCT00919308","Other"
"50856","NCT00919321","Biological"
"50857","NCT00919334","Device"
"50858","NCT00919347","Other"
"50859","NCT00919360","Procedure"
"50860","NCT00919373","Procedure"
"50861","NCT00919399","Drug"
"50862","NCT00919425","Other"
"50863","NCT00919438","Device"
"50864","NCT00919451","Drug"
"50865","NCT00919464","Device"
"50866","NCT00919490","Drug"
"50867","NCT00919516","Procedure"
"50868","NCT00919542","Drug"
"50869","NCT00919555","Drug"
"50870","NCT00919594","Behavioral"
"50871","NCT00919607","Drug"
"50872","NCT00919633","Drug"
"50873","NCT00919659","Dietary Supplement"
"50874","NCT00919685","Biological"
"50875","NCT00919711","Drug"
"50876","NCT00919737","Drug"
"50877","NCT00919763","Drug"
"50878","NCT00919776","Drug"
"50879","NCT00919802","Drug"
"50880","NCT00919815","Drug"
"50881","NCT00919828","Device"
"50882","NCT00919841","Other"
"50883","NCT00919854","Drug"
"50884","NCT00919867","Drug"
"50885","NCT00919880","Drug"
"50886","NCT00919893","Drug"
"50887","NCT00919906","Device"
"50888","NCT00919932","Behavioral"
"50889","NCT00919945","Other"
"50890","NCT00919958","Biological"
"50891","NCT00919984","Drug"
"50892","NCT00919997","Genetic"
"50893","NCT00920010","Other"
"50894","NCT00920023","Drug"
"50895","NCT00920036","Device"
"50896","NCT00920049","Behavioral"
"50897","NCT00920075","Drug"
"50898","NCT00920088","Drug"
"50899","NCT00920114","Biological"
"50900","NCT00920140","Drug"
"50901","NCT00920153","Biological"
"50902","NCT00920166","Dietary Supplement"
"50903","NCT00920192","Drug"
"50904","NCT00920205","Drug"
"50905","NCT00920218","Biological"
"50906","NCT00920231","Device"
"50907","NCT00920244","Procedure"
"50908","NCT00920257","Drug"
"50909","NCT00920296","Drug"
"50910","NCT00920309","Drug"
"50911","NCT00920322","Device"
"50912","NCT00920335","Other"
"50913","NCT00920361","Drug"
"50914","NCT00920374","Biological"
"50915","NCT00920387","Drug"
"50916","NCT00920413","Dietary Supplement"
"50917","NCT00920426","Drug"
"50918","NCT00920439","Biological"
"50919","NCT00920491","Biological"
"50920","NCT00920504","Behavioral"
"50921","NCT00920517","Biological"
"50922","NCT00920543","Drug"
"50923","NCT00920556","Drug"
"50924","NCT00920582","Drug"
"50925","NCT00920595","Drug"
"50926","NCT00920634","Drug"
"50927","NCT00920647","Other"
"50928","NCT00920660","Drug"
"50929","NCT00920673","Procedure"
"50930","NCT00920686","Drug"
"50931","NCT00920712","Drug"
"50932","NCT00920725","Drug"
"50933","NCT00920738","Other"
"50934","NCT00920764","Drug"
"50935","NCT00920777","Behavioral"
"50936","NCT00920790","Biological"
"50937","NCT00920803","Drug"
"50938","NCT00920829","Drug"
"50939","NCT00920855","Drug"
"50940","NCT00920868","Drug"
"50941","NCT00920881","Device"
"50942","NCT00920894","Dietary Supplement"
"50943","NCT00920907","Biological"
"50944","NCT00920933","Biological"
"50945","NCT00920946","Drug"
"50946","NCT00920959","Drug"
"50947","NCT00920985","Drug"
"50948","NCT00920998","Drug"
"50949","NCT00921024","Drug"
"50950","NCT00921050","Drug"
"50951","NCT00921063","Drug"
"50952","NCT00921102","Drug"
"50953","NCT00921154","Drug"
"50954","NCT00921167","Drug"
"50955","NCT00921193","Device"
"50956","NCT00921206","Biological"
"50957","NCT00921219","Drug"
"50958","NCT00921232","Behavioral"
"50959","NCT00921245","Drug"
"50960","NCT00921258","Procedure"
"50961","NCT00921271","Device"
"50962","NCT00921284","Drug"
"50963","NCT00921310","Drug"
"50964","NCT00921323","Behavioral"
"50965","NCT00921336","Drug"
"50966","NCT00921349","Procedure"
"50967","NCT00921375","Drug"
"50968","NCT00921401","Behavioral"
"50969","NCT00921414","Drug"
"50970","NCT00921427","Behavioral"
"50971","NCT00921492","Device"
"50972","NCT00921505","Drug"
"50973","NCT00921518","Drug"
"50974","NCT00921544","Other"
"50975","NCT00921557","Drug"
"50976","NCT00921570","Drug"
"50977","NCT00921583","Device"
"50978","NCT00921622","Dietary Supplement"
"50979","NCT00921661","Drug"
"50980","NCT00921674","Drug"
"50981","NCT00921687","Behavioral"
"50982","NCT00921700","Drug"
"50983","NCT00921713","Other"
"50984","NCT00921726","Drug"
"50985","NCT00921791","Device"
"50986","NCT00921804","Drug"
"50987","NCT00921830","Drug"
"50988","NCT00921843","Drug"
"50989","NCT00921869","Drug"
"50990","NCT00921882","Procedure"
"50991","NCT00921895","Device"
"50992","NCT00921908","Other"
"50993","NCT00921921","Drug"
"50994","NCT00921947","Biological"
"50995","NCT00921973","Biological"
"50996","NCT00922012","Device"
"50997","NCT00922038","Behavioral"
"50998","NCT00922051","Device"
"50999","NCT00922064","Procedure"
"51000","NCT00922077","Behavioral"
"51001","NCT00922103","Procedure"
"51002","NCT00922116","Drug"
"51003","NCT00922155","Device"
"51004","NCT00922181","Device"
"51005","NCT00922194","Drug"
"51006","NCT00922207","Drug"
"51007","NCT00922220","Other"
"51008","NCT00922233","Drug"
"51009","NCT00922259","Biological"
"51010","NCT00922272","Drug"
"51011","NCT00922285","Other"
"51012","NCT00922311","Drug"
"51013","NCT00922324","Drug"
"51014","NCT00922337","Device"
"51015","NCT00922350","Other"
"51016","NCT00922363","Biological"
"51017","NCT00922376","Device"
"51018","NCT00922441","Drug"
"51019","NCT00922467","Drug"
"51020","NCT00922480","Drug"
"51021","NCT00922571","Procedure"
"51022","NCT00922584","Drug"
"51023","NCT00922597","Biological"
"51024","NCT00922610","Drug"
"51025","NCT00922623","Device"
"51026","NCT00922636","Drug"
"51027","NCT00922649","Drug"
"51028","NCT00922675","Procedure"
"51029","NCT00922701","Drug"
"51030","NCT00922714","Drug"
"51031","NCT00922727","Biological"
"51032","NCT00922740","Drug"
"51033","NCT00922753","Other"
"51034","NCT00922766","Drug"
"51035","NCT00922779","Drug"
"51036","NCT00922792","Drug"
"51037","NCT00922844","Drug"
"51038","NCT00922857","Procedure"
"51039","NCT00922870","Device"
"51040","NCT00922896","Drug"
"51041","NCT00922909","Behavioral"
"51042","NCT00922935","Device"
"51043","NCT00922961","Biological"
"51044","NCT00922987","Drug"
"51045","NCT00923078","Behavioral"
"51046","NCT00923091","Drug"
"51047","NCT00923117","Drug"
"51048","NCT00923130","Drug"
"51049","NCT00923156","Drug"
"51050","NCT00923169","Drug"
"51051","NCT00923182","Drug"
"51052","NCT00923195","Drug"
"51053","NCT00923247","Drug"
"51054","NCT00923260","Procedure"
"51055","NCT00923273","Drug"
"51056","NCT00923312","Biological"
"51057","NCT00923338","Device"
"51058","NCT00923390","Genetic"
"51059","NCT00923403","Dietary Supplement"
"51060","NCT00923429","Procedure"
"51061","NCT00923481","Drug"
"51062","NCT00923520","Drug"
"51063","NCT00923533","Drug"
"51064","NCT00923559","Other"
"51065","NCT00923572","Drug"
"51066","NCT00923598","Drug"
"51067","NCT00923611","Drug"
"51068","NCT00923624","Other"
"51069","NCT00923741","Drug"
"51070","NCT00923793","Device"
"51071","NCT00923806","Biological"
"51072","NCT00923897","Radiation"
"51073","NCT00923910","Drug"
"51074","NCT00923923","Behavioral"
"51075","NCT00923949","Drug"
"51076","NCT00923962","Drug"
"51077","NCT00923975","Device"
"51078","NCT00923988","Other"
"51079","NCT00924001","Drug"
"51080","NCT00924040","Drug"
"51081","NCT00924053","Drug"
"51082","NCT00924066","Drug"
"51083","NCT00924092","Biological"
"51084","NCT00924105","Drug"
"51085","NCT00924157","Dietary Supplement"
"51086","NCT00924209","Drug"
"51087","NCT00924222","Drug"
"51088","NCT00924248","Drug"
"51089","NCT00924287","Drug"
"51090","NCT00924313","Drug"
"51091","NCT00924352","Drug"
"51092","NCT00924391","Dietary Supplement"
"51093","NCT00924404","Drug"
"51094","NCT00924430","Drug"
"51095","NCT00924443","Drug"
"51096","NCT00924456","Behavioral"
"51097","NCT00924469","Drug"
"51098","NCT00924482","Device"
"51099","NCT00924495","Device"
"51100","NCT00924508","Device"
"51101","NCT00924521","Dietary Supplement"
"51102","NCT00924534","Drug"
"51103","NCT00924547","Dietary Supplement"
"51104","NCT00924560","Drug"
"51105","NCT00924573","Drug"
"51106","NCT00924586","Drug"
"51107","NCT00924599","Behavioral"
"51108","NCT00924612","Drug"
"51109","NCT00924625","Other"
"51110","NCT00924638","Device"
"51111","NCT00924651","Behavioral"
"51112","NCT00924664","Biological"
"51113","NCT00924677","Procedure"
"51114","NCT00924690","Other"
"51115","NCT00924729","Drug"
"51116","NCT00924742","Drug"
"51117","NCT00924768","Biological"
"51118","NCT00924781","Drug"
"51119","NCT00924794","Procedure"
"51120","NCT00924807","Drug"
"51121","NCT00924820","Drug"
"51122","NCT00924833","Drug"
"51123","NCT00924846","Procedure"
"51124","NCT00924872","Other"
"51125","NCT00924885","Device"
"51126","NCT00924898","Drug"
"51127","NCT00924911","Drug"
"51128","NCT00924924","Behavioral"
"51129","NCT00924950","Drug"
"51130","NCT00924963","Device"
"51131","NCT00924976","Behavioral"
"51132","NCT00924989","Drug"
"51133","NCT00925015","Biological"
"51134","NCT00925028","Drug"
"51135","NCT00925054","Drug"
"51136","NCT00925067","Procedure"
"51137","NCT00925080","Device"
"51138","NCT00925106","Drug"
"51139","NCT00925132","Drug"
"51140","NCT00925145","Procedure"
"51141","NCT00925197","Other"
"51142","NCT00925210","Procedure"
"51143","NCT00925262","Behavioral"
"51144","NCT00925275","Drug"
"51145","NCT00925288","Biological"
"51146","NCT00925301","Drug"
"51147","NCT00925340","Behavioral"
"51148","NCT00925353","Drug"
"51149","NCT00925366","Other"
"51150","NCT00925392","Drug"
"51151","NCT00925405","Procedure"
"51152","NCT00925418","Procedure"
"51153","NCT00925431","Behavioral"
"51154","NCT00925444","Device"
"51155","NCT00925457","Other"
"51156","NCT00925509","Procedure"
"51157","NCT00925522","Device"
"51158","NCT00925535","Drug"
"51159","NCT00925548","Biological"
"51160","NCT00925574","Drug"
"51161","NCT00925587","Drug"
"51162","NCT00925600","Biological"
"51163","NCT00925613","Device"
"51164","NCT00925652","Drug"
"51165","NCT00925665","Device"
"51166","NCT00925678","Drug"
"51167","NCT00925691","Device"
"51168","NCT00925704","Drug"
"51169","NCT00925730","Drug"
"51170","NCT00925743","Drug"
"51171","NCT00925756","Drug"
"51172","NCT00925769","Drug"
"51173","NCT00925782","Drug"
"51174","NCT00925795","Other"
"51175","NCT00925821","Procedure"
"51176","NCT00925834","Behavioral"
"51177","NCT00925847","Drug"
"51178","NCT00925860","Procedure"
"51179","NCT00925873","Drug"
"51180","NCT00925886","Procedure"
"51181","NCT00925899","Drug"
"51182","NCT00925912","Procedure"
"51183","NCT00925925","Other"
"51184","NCT00925938","Drug"
"51185","NCT00925951","Device"
"51186","NCT00925977","Drug"
"51187","NCT00925990","Drug"
"51188","NCT00926016","Drug"
"51189","NCT00926029","Drug"
"51190","NCT00926107","Drug"
"51191","NCT00926120","Dietary Supplement"
"51192","NCT00926146","Behavioral"
"51193","NCT00926185","Drug"
"51194","NCT00926211","Device"
"51195","NCT00926224","Device"
"51196","NCT00926250","Dietary Supplement"
"51197","NCT00926263","Biological"
"51198","NCT00926276","Procedure"
"51199","NCT00926289","Drug"
"51200","NCT00926302","Drug"
"51201","NCT00926328","Drug"
"51202","NCT00926341","Drug"
"51203","NCT00926354","Drug"
"51204","NCT00926367","Drug"
"51205","NCT00926393","Drug"
"51206","NCT00926432","Device"
"51207","NCT00926471","Behavioral"
"51208","NCT00926497","Other"
"51209","NCT00926510","Behavioral"
"51210","NCT00926523","Other"
"51211","NCT00926536","Device"
"51212","NCT00926562","Drug"
"51213","NCT00926575","Drug"
"51214","NCT00926588","Drug"
"51215","NCT00926614","Drug"
"51216","NCT00926627","Drug"
"51217","NCT00926640","Drug"
"51218","NCT00926653","Drug"
"51219","NCT00926692","Other"
"51220","NCT00926705","Drug"
"51221","NCT00926731","Drug"
"51222","NCT00926757","Drug"
"51223","NCT00926783","Procedure"
"51224","NCT00926796","Drug"
"51225","NCT00926835","Drug"
"51226","NCT00926887","Device"
"51227","NCT00926926","Drug"
"51228","NCT00926939","Behavioral"
"51229","NCT00926952","Drug"
"51230","NCT00926965","Drug"
"51231","NCT00926991","Other"
"51232","NCT00927004","Drug"
"51233","NCT00927017","Other"
"51234","NCT00927030","Drug"
"51235","NCT00927043","Other"
"51236","NCT00927069","Drug"
"51237","NCT00927082","Drug"
"51238","NCT00927095","Drug"
"51239","NCT00927134","Genetic"
"51240","NCT00927147","Radiation"
"51241","NCT00927173","Device"
"51242","NCT00927186","Drug"
"51243","NCT00927199","Dietary Supplement"
"51244","NCT00927212","Drug"
"51245","NCT00927225","Drug"
"51246","NCT00927238","Device"
"51247","NCT00927251","Device"
"51248","NCT00927264","Behavioral"
"51249","NCT00927277","Device"
"51250","NCT00927290","Drug"
"51251","NCT00927303","Device"
"51252","NCT00927316","Biological"
